date,player_name,team,opponent,position,stat,edge,grade,bucket,is_valid,is_combo,total_points,total_conditions,pass_rate,hitrate,hitrate_source,season_avg,games_played,ud_line,ud_over_odds,ud_under_odds,adaptive_multiplier,n_zone_conditions,n_playtype_conditions,details
2026-04-19,Devin Booker,PHX,OKC,SG,rebounds,over,B,watchlist,False,False,1,1,1.0,0.484,nba_api_gamelog,3.9,64,4.5,+113,-139,1.06,0,0,
2026-04-19,Jaylen Brown,BOS,PHI,SG,points,over,D,other,False,False,0,0,0.0,0.563,nba_api_gamelog,28.7,71,25.5,-108,-114,1.0,0,0,
2026-04-19,Jaylen Brown,BOS,PHI,SG,assists,over,B,watchlist,False,False,1,1,0.924,0.366,nba_api_gamelog,5.1,71,4.5,-114,-107,0.9237,0,0,
2026-04-19,Shai Gilgeous-Alexander,OKC,PHX,SG,assists,under,B,watchlist,False,False,1,1,0.963,0.471,nba_api_gamelog,6.6,68,6.5,+120,-148,0.9634,0,0,
2026-04-19,Shai Gilgeous-Alexander,OKC,PHX,SG,points,under,D,other,False,False,0,0,0.0,0.412,nba_api_gamelog,31.1,68,30.5,-106,-117,1.0011,0,0,
2026-04-19,De'Aaron Fox,SAS,POR,SG,points,under,D,other,False,False,0,0,0.0,0.458,nba_api_gamelog,18.6,72,18.5,+103,-125,1.0011,0,0,
2026-04-19,Deni Avdija,POR,SAS,SG,points,under,D,other,False,False,0,0,0.0,0.545,nba_api_gamelog,24.2,66,23.5,-112,-112,0.9911,0,0,
2026-04-19,Tyrese Maxey,PHI,BOS,SF,assists,under,A,valid,True,False,1,1,0.953,0.529,nba_api_gamelog,6.6,70,5.5,-134,+109,0.9534,0,0,
2026-04-19,Devin Booker,PHX,OKC,SF,points,under,D,other,False,False,0,0,0.0,0.5,nba_api_gamelog,26.1,64,23.5,-112,-112,0.9911,0,0,
2026-04-19,Devin Booker,PHX,OKC,SF,assists,under,B,watchlist,False,False,1,1,0.963,0.453,nba_api_gamelog,6.0,64,6.5,+102,-125,0.9634,0,0,
2026-04-19,Cade Cunningham,DET,ORL,SF,points,over,D,other,False,False,0,0,0.0,0.562,nba_api_gamelog,23.9,64,26.5,-106,-117,1.0,0,0,
2026-04-19,Cade Cunningham,DET,ORL,SF,rebounds,over,B,watchlist,False,False,1,1,1.0,0.469,nba_api_gamelog,5.5,64,6.5,+120,-148,1.06,0,0,
2026-04-19,De'Aaron Fox,SAS,POR,SF,rebounds,over,A,valid,True,False,1,1,1.0,0.5,nba_api_gamelog,3.8,72,3.5,-139,+113,1.05,0,0,
2026-04-19,Cade Cunningham,DET,ORL,PF,assists,under,A+,valid,True,False,1,1,0.973,0.578,nba_api_gamelog,9.9,64,9.5,-127,+104,0.9734,0,0,
2026-04-19,Jaylen Brown,BOS,PHI,PF,rebounds,over,A+,valid,True,False,1,1,1.0,0.563,nba_api_gamelog,6.9,71,6.5,+100,-122,1.07,0,0,
2026-04-19,Deni Avdija,POR,SAS,PF,rebounds,under,A,valid,True,False,1,1,1.0,0.5,nba_api_gamelog,6.9,66,6.5,-127,+104,1.0611,0,0,
2026-04-19,Paolo Banchero,ORL,DET,SG,reb+ast,under,B,watchlist_combo,False,True,2,2,1.0,0.472,combo_average,13.6,72,12.5,-112,-112,1.0172,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-19,Jaylen Brown,BOS,PHI,PF,reb+ast,over,B,watchlist_combo,False,True,2,2,0.997,0.464,combo_average,12.0,71,10.5,-125,+102,0.9969,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-20,Jalen Brunson,NYK,ATL,SG,assists,under,A,valid,True,False,1,1,0.953,0.541,nba_api_gamelog,6.8,74,7.5,+116,-141,0.9534,0,0,
2026-04-20,Jamal Murray,DEN,MIN,SG,points,under,D,other,False,False,0,0,0.0,0.427,nba_api_gamelog,25.4,75,25.5,-122,+100,1.0011,0,0,
2026-04-20,James Harden,CLE,TOR,SG,rebounds,under,A,valid,True,False,1,1,1.0,0.543,nba_api_gamelog,4.8,70,4.5,-112,-112,1.0611,0,0,
2026-04-20,Jalen Brunson,NYK,ATL,SF,points,over,D,other,False,False,0,0,0.0,0.514,nba_api_gamelog,26.0,74,26.5,-112,-112,0.98,0,0,
2026-04-20,Brandon Ingram,TOR,CLE,SF,rebounds,under,A+,valid,True,False,1,1,1.0,0.584,nba_api_gamelog,5.6,77,5.5,+127,-157,1.0811,0,0,
2026-04-20,Jamal Murray,DEN,MIN,SF,rebounds,under,B,watchlist,False,False,1,1,1.0,0.493,nba_api_gamelog,4.4,75,4.5,+107,-130,1.0711,0,0,
2026-04-20,Jalen Johnson,ATL,NYK,SF,assists,under,A,valid,True,False,1,1,0.953,0.528,nba_api_gamelog,7.9,72,6.5,-129,+105,0.9534,0,0,
2026-04-20,James Harden,CLE,TOR,SF,points,under,D,other,False,False,0,0,0.0,0.4,nba_api_gamelog,23.6,70,20.5,-127,+104,1.0011,0,0,
2026-04-20,Jalen Brunson,NYK,ATL,PF,rebounds,over,B,watchlist,False,False,1,1,1.0,0.419,nba_api_gamelog,3.3,74,3.5,+106,-130,1.06,0,0,
2026-04-20,Brandon Ingram,TOR,CLE,PF,points,over,D,other,False,False,0,0,0.0,0.494,nba_api_gamelog,21.5,77,21.5,-122,+100,0.99,0,0,
2026-04-20,Brandon Ingram,TOR,CLE,PF,assists,over,A,valid,True,False,1,1,0.914,0.545,nba_api_gamelog,3.7,77,3.5,-102,-120,0.9137,0,0,
2026-04-20,Julius Randle,MIN,DEN,PF,assists,over,B,watchlist,False,False,1,1,0.924,0.418,nba_api_gamelog,5.0,79,4.5,+104,-127,0.9237,0,0,
2026-04-20,Jamal Murray,DEN,MIN,PF,assists,under,B,watchlist,False,False,1,1,0.963,0.387,nba_api_gamelog,7.1,75,6.5,-112,-112,0.9634,0,0,
2026-04-20,Jalen Johnson,ATL,NYK,PF,points,under,D,other,False,False,0,0,0.0,0.5,nba_api_gamelog,22.5,72,21.5,-122,+100,0.9911,0,0,
2026-04-20,Jalen Johnson,ATL,NYK,PF,rebounds,under,B,watchlist,False,False,1,1,1.0,0.472,nba_api_gamelog,10.3,72,10.5,+104,-127,1.0711,0,0,
2026-04-20,James Harden,CLE,TOR,PF,assists,under,A,valid,True,False,1,1,0.953,0.514,nba_api_gamelog,8.0,70,7.5,+103,-125,0.9534,0,0,
2026-04-20,Jamal Murray,DEN,MIN,SF,reb+ast,under,B,watchlist_combo,False,True,2,2,1.0,0.44,combo_average,11.5,75,10.5,-137,+112,1.0172,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-20,James Harden,CLE,TOR,SG,reb+ast,under,A,valid_combo,True,True,2,2,1.0,0.528,combo_average,12.8,70,12.5,+108,-134,1.0072,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-20,Jalen Johnson,ATL,NYK,PF,reb+ast,under,A,valid_combo,True,True,2,2,1.0,0.5,combo_average,18.2,72,17.5,+104,-127,1.0122,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-21,Tyrese Maxey,PHI,BOS,SG,points,under,D,other,False,False,0,0,0.0,0.457,nba_api_gamelog,28.3,70,25.5,-127,+104,1.0011,0,0,
2026-04-21,Luka Dončić,LAL,HOU,SG,points,under,D,other,False,False,0,0,0.0,0.516,nba_api_gamelog,33.5,64,,,,0.9911,0,0,
2026-04-21,Luka Dončić,LAL,HOU,SG,rebounds,under,B,watchlist,False,False,1,1,1.0,0.484,nba_api_gamelog,7.7,64,,,,1.0711,0,0,
2026-04-21,Luka Dončić,LAL,HOU,SG,assists,under,B,watchlist,False,False,1,1,0.963,0.422,nba_api_gamelog,8.3,64,,,,0.9634,0,0,
2026-04-21,Amen Thompson,HOU,LAL,SG,rebounds,under,A,valid,True,False,1,1,1.0,0.532,nba_api_gamelog,7.8,79,7.5,+107,-132,1.0611,0,0,
2026-04-21,Jaylen Brown,BOS,PHI,SG,points,over,D,other,False,False,0,0,0.0,0.563,nba_api_gamelog,28.7,71,26.5,-112,-112,1.0,0,0,
2026-04-21,Jaylen Brown,BOS,PHI,SG,assists,over,B,watchlist,False,False,1,1,0.924,0.366,nba_api_gamelog,5.1,71,4.5,-125,+103,0.9237,0,0,
2026-04-21,De'Aaron Fox,SAS,POR,SG,points,under,D,other,False,False,0,0,0.0,0.458,nba_api_gamelog,18.6,72,16.5,-112,-112,1.0011,0,0,
2026-04-21,Deni Avdija,POR,SAS,SG,points,under,D,other,False,False,0,0,0.0,0.545,nba_api_gamelog,24.2,66,22.5,-125,+102,0.9911,0,0,
2026-04-21,Tyrese Maxey,PHI,BOS,SF,assists,under,A,valid,True,False,1,1,0.953,0.529,nba_api_gamelog,6.6,70,6.5,+118,-145,0.9534,0,0,
2026-04-21,Amen Thompson,HOU,LAL,SF,points,over,D,other,False,False,0,0,0.0,0.468,nba_api_gamelog,18.3,79,17.5,+104,-127,0.99,0,0,
2026-04-21,De'Aaron Fox,SAS,POR,SF,rebounds,over,A,valid,True,False,1,1,1.0,0.5,nba_api_gamelog,3.8,72,3.5,-112,-112,1.05,0,0,
2026-04-21,Jaylen Brown,BOS,PHI,PF,rebounds,over,A+,valid,True,False,1,1,1.0,0.563,nba_api_gamelog,6.9,71,6.5,+104,-127,1.07,0,0,
2026-04-21,Deni Avdija,POR,SAS,PF,rebounds,under,A,valid,True,False,1,1,1.0,0.5,nba_api_gamelog,6.9,66,7.5,+118,-145,1.0611,0,0,
2026-04-21,Luka Dončić,LAL,HOU,SG,reb+ast,under,B,watchlist_combo,False,True,2,2,1.0,0.453,combo_average,16.0,64,,,,1.0172,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-21,Jaylen Brown,BOS,PHI,PF,reb+ast,over,B,watchlist_combo,False,True,2,2,0.997,0.464,combo_average,12.0,71,10.5,-145,+119,0.9969,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-22,Paolo Banchero,ORL,DET,SG,rebounds,under,B,watchlist,False,False,1,1,1.0,0.486,nba_api_gamelog,8.4,72,7.5,-129,+105,1.0711,0,0,
2026-04-22,Paolo Banchero,ORL,DET,SG,assists,under,B,watchlist,False,False,1,1,0.963,0.458,nba_api_gamelog,5.2,72,4.5,-103,-118,0.9634,0,0,
2026-04-22,Paolo Banchero,ORL,DET,SG,points,under,D,other,False,False,0,0,0.0,0.528,nba_api_gamelog,22.2,72,20.5,-113,-109,0.9911,0,0,
2026-04-22,Devin Booker,PHX,OKC,SG,rebounds,over,B,watchlist,False,False,1,1,1.0,0.484,nba_api_gamelog,3.9,64,4.5,+113,-139,1.06,0,0,
2026-04-22,Devin Booker,PHX,OKC,SG,assists,under,B,watchlist,False,False,1,1,0.963,0.453,nba_api_gamelog,6.0,64,5.5,+136,-170,0.9634,0,0,
2026-04-22,Shai Gilgeous-Alexander,OKC,PHX,SG,assists,under,B,watchlist,False,False,1,1,0.963,0.471,nba_api_gamelog,6.6,68,5.5,-152,+123,0.9634,0,0,
2026-04-22,Shai Gilgeous-Alexander,OKC,PHX,SG,points,under,D,other,False,False,0,0,0.0,0.412,nba_api_gamelog,31.1,68,29.5,+105,-129,1.0011,0,0,
2026-04-22,Devin Booker,PHX,OKC,SF,points,under,D,other,False,False,0,0,0.0,0.5,nba_api_gamelog,26.1,64,23.5,+104,-127,0.9911,0,0,
2026-04-22,Cade Cunningham,DET,ORL,SF,points,over,D,other,False,False,0,0,0.0,0.562,nba_api_gamelog,23.9,64,28.5,-108,-114,1.0,0,0,
2026-04-22,Cade Cunningham,DET,ORL,SF,rebounds,over,B,watchlist,False,False,1,1,1.0,0.469,nba_api_gamelog,5.5,64,5.5,-136,+111,1.06,0,0,
2026-04-22,Cade Cunningham,DET,ORL,PF,assists,under,A+,valid,True,False,1,1,0.973,0.578,nba_api_gamelog,9.9,64,9.5,-132,+107,0.9734,0,0,
2026-04-22,Paolo Banchero,ORL,DET,SG,reb+ast,under,B,watchlist_combo,False,True,2,2,1.0,0.472,combo_average,13.6,72,12.5,-113,-109,1.0172,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-25,Jalen Brunson,NYK,ATL,SG,assists,under,B,watchlist,False,False,1,1,0.917,,unavailable,,0,,,,0.9171,0,0,
2026-04-25,Jalen Brunson,NYK,ATL,SG,points,under,D,other,False,False,0,0,0.0,,unavailable,,0,,,,0.99,0,0,
2026-04-25,Paolo Banchero,ORL,DET,SG,rebounds,under,B,watchlist,False,False,1,1,1.0,0.486,nba_api_gamelog,8.4,72,8.5,-107,-115,1.06,0,0,
2026-04-25,Paolo Banchero,ORL,DET,SG,assists,under,B,watchlist,False,False,1,1,0.917,0.458,nba_api_gamelog,5.2,72,5.5,+112,-137,0.9171,0,0,
2026-04-25,Paolo Banchero,ORL,DET,SG,points,under,D,other,False,False,0,0,0.0,0.528,nba_api_gamelog,22.2,72,21.5,-102,-122,0.98,0,0,
2026-04-25,Jamal Murray,DEN,MIN,SG,points,under,D,other,False,False,0,0,0.0,,unavailable,,0,26.5,+100,-122,0.99,0,0,
2026-04-25,Jamal Murray,DEN,MIN,SG,assists,under,B,watchlist,False,False,1,1,0.917,,unavailable,,0,6.5,+108,-129,0.9171,0,0,
2026-04-25,Dillon Brooks,PHX,OKC,SG,rebounds,over,B,watchlist,False,False,1,1,1.0,0.482,nba_api_gamelog,3.6,56,,,,1.06,0,0,
2026-04-25,Dillon Brooks,PHX,OKC,SG,assists,under,A,valid,True,False,1,1,0.907,0.536,nba_api_gamelog,1.8,56,,,,0.9071,0,0,
2026-04-25,Shai Gilgeous-Alexander,OKC,PHX,SG,points,under,D,other,False,False,0,0,0.0,0.412,nba_api_gamelog,31.1,68,,,,0.99,0,0,
2026-04-25,Shai Gilgeous-Alexander,OKC,PHX,SG,assists,under,B,watchlist,False,False,1,1,0.917,0.471,nba_api_gamelog,6.6,68,,,,0.9171,0,0,
2026-04-25,Jamal Murray,DEN,MIN,SF,rebounds,under,B,watchlist,False,False,1,1,1.0,0.493,nba_api_gamelog,4.4,75,5.5,+123,-152,1.06,0,0,
2026-04-25,Jalen Johnson,ATL,NYK,SF,assists,under,B,watchlist,False,False,1,1,0.917,,unavailable,,0,,,,0.9171,0,0,
2026-04-25,Dillon Brooks,PHX,OKC,SF,points,under,D,other,False,False,0,0,0.0,0.518,nba_api_gamelog,20.2,56,,,,0.98,0,0,
2026-04-25,Cade Cunningham,DET,ORL,SF,points,over,D,other,False,False,0,0,0.0,0.562,nba_api_gamelog,23.9,64,28.5,-117,-106,0.98,0,0,
2026-04-25,Cade Cunningham,DET,ORL,SF,rebounds,over,B,watchlist,False,False,1,1,1.0,0.469,nba_api_gamelog,5.5,64,5.5,-141,+115,1.06,0,0,
2026-04-25,Cade Cunningham,DET,ORL,SF,assists,under,A+,valid,True,False,1,1,0.907,0.578,nba_api_gamelog,9.9,64,9.5,-132,+108,0.9071,0,0,
2026-04-25,Jalen Brunson,NYK,ATL,PF,rebounds,over,B,watchlist,False,False,1,1,1.0,0.419,nba_api_gamelog,3.3,74,,,,1.06,0,0,
2026-04-25,Anthony Edwards,MIN,DEN,PF,assists,over,A,valid,True,False,1,1,0.907,0.508,nba_api_gamelog,3.7,61,4.5,+122,-150,0.9071,0,0,
2026-04-25,Jalen Johnson,ATL,NYK,PF,points,under,D,other,False,False,0,0,0.0,0.5,nba_api_gamelog,22.5,72,,,,0.98,0,0,
2026-04-25,Jalen Johnson,ATL,NYK,PF,rebounds,under,B,watchlist,False,False,1,1,1.0,0.472,nba_api_gamelog,10.3,72,,,,1.06,0,0,
2026-04-25,Paolo Banchero,ORL,DET,SG,reb+ast,under,B,watchlist_combo,False,True,2,2,0.989,0.472,combo_average,13.6,72,13.5,-134,+110,0.9886,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-25,Jamal Murray,DEN,MIN,SF,reb+ast,under,B,watchlist_combo,False,True,2,2,0.989,0.493,combo_average,4.4,75,11.5,-112,-112,0.9886,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-25,Jalen Johnson,ATL,NYK,PF,reb+ast,under,B,watchlist_combo,False,True,2,2,0.989,0.472,combo_average,10.3,72,,,,0.9886,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-26,Tyrese Maxey,PHI,BOS,SG,points,under,D,other,False,False,0,0,0.0,0.457,nba_api_gamelog,28.3,70,27.5,-118,-105,0.99,0,0,
2026-04-26,Luka Dončić,LAL,HOU,SG,points,under,D,other,False,False,0,0,0.0,0.516,nba_api_gamelog,33.5,64,,,,0.98,0,0,
2026-04-26,Luka Dončić,LAL,HOU,SG,rebounds,under,B,watchlist,False,False,1,1,1.0,0.484,nba_api_gamelog,7.7,64,,,,1.06,0,0,
2026-04-26,Amen Thompson,HOU,LAL,SG,points,under,D,other,False,False,0,0,0.0,0.468,nba_api_gamelog,18.3,79,17.5,-112,-112,0.99,0,0,
2026-04-26,Amen Thompson,HOU,LAL,SG,rebounds,under,A,valid,True,False,1,1,1.0,0.532,nba_api_gamelog,7.8,79,7.5,+102,-125,1.05,0,0,
2026-04-26,Jaylen Brown,BOS,PHI,SG,points,over,D,other,False,False,0,0,0.0,0.563,nba_api_gamelog,28.7,71,26.5,-127,+103,0.98,0,0,
2026-04-26,Jaylen Brown,BOS,PHI,SG,assists,over,B,watchlist,False,False,1,1,0.917,0.366,nba_api_gamelog,5.1,71,4.5,-129,+105,0.9171,0,0,
2026-04-26,Deni Avdija,POR,SAS,SG,points,under,D,other,False,False,0,0,0.0,0.545,nba_api_gamelog,24.2,66,23.5,+102,-125,0.98,0,0,
2026-04-26,James Harden,CLE,TOR,SG,rebounds,under,A,valid,True,False,1,1,1.0,0.543,nba_api_gamelog,4.8,70,,,,1.05,0,0,
2026-04-26,Tyrese Maxey,PHI,BOS,SF,assists,under,A,valid,True,False,1,1,0.907,0.529,nba_api_gamelog,6.6,70,,,,0.9071,0,0,
2026-04-26,Brandon Ingram,TOR,CLE,SF,rebounds,under,A+,valid,True,False,1,1,1.0,0.584,nba_api_gamelog,5.6,77,,,,1.05,0,0,
2026-04-26,De'Aaron Fox,SAS,POR,SF,rebounds,over,A,valid,True,False,1,1,1.0,0.5,nba_api_gamelog,3.8,72,3.5,-150,+122,1.05,0,0,
2026-04-26,De'Aaron Fox,SAS,POR,SF,points,over,D,other,False,False,0,0,0.0,0.458,nba_api_gamelog,18.6,72,16.5,-125,+102,0.99,0,0,
2026-04-26,James Harden,CLE,TOR,SF,points,under,D,other,False,False,0,0,0.0,0.4,nba_api_gamelog,23.6,70,,,,0.99,0,0,
2026-04-26,Tyrese Maxey,PHI,BOS,PF,rebounds,under,B,watchlist,False,False,1,1,1.0,0.357,nba_api_gamelog,4.1,70,3.5,+103,-125,1.06,0,0,
2026-04-26,Brandon Ingram,TOR,CLE,PF,points,over,D,other,False,False,0,0,0.0,0.494,nba_api_gamelog,21.5,77,,,,0.99,0,0,
2026-04-26,Brandon Ingram,TOR,CLE,PF,assists,over,A,valid,True,False,1,1,0.907,0.545,nba_api_gamelog,3.7,77,,,,0.9071,0,0,
2026-04-26,Luka Dončić,LAL,HOU,PF,assists,under,B,watchlist,False,False,1,1,0.917,0.422,nba_api_gamelog,8.3,64,,,,0.9171,0,0,
2026-04-26,Amen Thompson,HOU,LAL,PF,assists,under,B,watchlist,False,False,1,1,0.917,0.468,nba_api_gamelog,5.3,79,5.5,+102,-125,0.9171,0,0,
2026-04-26,Jaylen Brown,BOS,PHI,PF,rebounds,over,A+,valid,True,False,1,1,1.0,0.563,nba_api_gamelog,6.9,71,5.5,-157,+126,1.05,0,0,
2026-04-26,Deni Avdija,POR,SAS,PF,rebounds,under,A,valid,True,False,1,1,1.0,0.5,nba_api_gamelog,6.9,66,6.5,-136,+110,1.05,0,0,
2026-04-26,Deni Avdija,POR,SAS,PF,assists,under,A,valid,True,False,1,1,0.907,0.53,nba_api_gamelog,6.7,66,6.5,+113,-139,0.9071,0,0,
2026-04-26,Tyrese Maxey,PHI,BOS,PF,reb+ast,under,B,watchlist_combo,False,True,2,2,0.984,0.443,combo_average,10.7,70,10.5,+108,-134,0.9836,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-26,Luka Dončić,LAL,HOU,SG,reb+ast,under,B,watchlist_combo,False,True,2,2,0.989,0.453,combo_average,16.0,64,,,,0.9886,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-26,Amen Thompson,HOU,LAL,SG,reb+ast,under,A,valid_combo,True,True,2,2,0.984,0.5,combo_average,13.1,79,12.5,-125,+103,0.9836,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-26,Jaylen Brown,BOS,PHI,PF,reb+ast,over,B,watchlist_combo,False,True,2,2,0.984,0.464,combo_average,12.0,71,10.5,-125,+103,0.9836,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-26,Deni Avdija,POR,SAS,PF,reb+ast,under,A,valid_combo,True,True,2,2,0.979,0.515,combo_average,13.6,66,13.5,-102,-122,0.9786,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
